County,Year,Sex,Age,White,Hispanic,Asian,Pac.Isl,Black,Amer.Ind,Multirace
8,2000,F,88,25,1,0,0,0,0,0
8,2000,F,89,15,0,0,0,0,2,0
8,2000,F,90,14,0,0,0,0,3,0
8,2000,F,91,14,0,0,0,0,3,0
8,2000,F,92,12,0,0,0,0,1,0
8,2000,F,93,7,0,0,0,0,0,0
8,2000,F,94,5,0,0,0,0,0,0
8,2000,F,95,5,0,0,0,0,0,0
8,2000,F,96,5,0,0,0,0,0,0
8,2000,F,97,2,0,0,0,0,0,0
8,2000,F,98,3,0,0,0,0,0,0
8,2000,F,99,3,0,0,0,0,0,0
8,2000,F,100,1,0,0,0,0,0,0
8,2000,M,0,80,33,7,0,0,14,20
8,2000,M,1,88,34,3,0,2,13,15
8,2000,M,2,85,33,6,0,1,14,9
8,2000,M,3,100,25,4,0,1,13,10
8,2000,M,4,109,28,6,0,2,11,12
8,2000,M,5,116,33,7,0,1,14,10
8,2000,M,6,107,25,9,0,4,15,9
8,2000,M,7,114,33,12,0,2,16,11
8,2000,M,8,121,32,8,0,0,20,12
8,2000,M,9,131,35,8,0,1,13,10
8,2000,M,10,150,30,9,0,0,14,13
8,2000,M,11,144,30,10,0,0,18,11
8,2000,M,12,135,25,15,0,1,22,7
8,2000,M,13,160,32,11,0,0,21,13
8,2000,M,14,159,33,8,0,1,20,15
8,2000,M,15,159,34,11,0,1,27,14
8,2000,M,16,174,35,12,0,2,18,12
8,2000,M,17,153,37,8,0,1,23,5
8,2000,M,18,156,30,7,0,3,13,7
8,2000,M,19,111,35,7,1,9,12,5
8,2000,M,20,85,47,2,0,21,15,7
8,2000,M,21,90,39,2,0,16,17,7
8,2000,M,22,103,52,3,0,23,11,7
8,2000,M,23,76,60,2,0,31,8,4
8,2000,M,24,73,88,1,0,38,11,6
8,2000,M,25,88,102,1,0,50,11,5
8,2000,M,26,105,106,4,0,29,13,6
8,2000,M,27,95,103,5,0,33,12,7
8,2000,M,28,113,93,6,0,47,9,9
8,2000,M,29,113,117,5,0,60,5,5
8,2000,M,30,127,83,5,0,51,9,7
8,2000,M,31,117,87,2,0,50,14,4
8,2000,M,32,119,79,2,0,41,12,3
8,2000,M,33,118,81,3,1,50,8,2
8,2000,M,34,132,85,6,0,27,10,2
8,2000,M,35,152,88,6,1,47,11,3
8,2000,M,36,171,78,3,0,52,19,3
8,2000,M,37,173,79,4,1,55,14,5
8,2000,M,38,149,82,3,0,34,10,3
8,2000,M,39,174,55,3,0,39,11,3
8,2000,M,40,193,44,5,1,40,9,3
8,2000,M,41,169,42,4,0,40,9,5
8,2000,M,42,162,39,3,0,29,15,6
8,2000,M,43,169,35,3,0,32,12,4
8,2000,M,44,184,30,6,0,24,15,5
8,2000,M,45,188,31,5,0,19,10,8
8,2000,M,46,166,26,6,0,18,11,5
8,2000,M,47,162,20,4,0,17,11,4
8,2000,M,48,169,22,3,0,13,11,3
8,2000,M,49,167,19,3,0,13,9,5
8,2000,M,50,163,24,3,0,9,10,5
8,2000,M,51,147,18,3,1,11,10,3
8,2000,M,52,140,11,4,0,9,8,7
8,2000,M,53,154,14,2,0,5,7,5
8,2000,M,54,135,3,1,0,5,8,6
8,2000,M,55,117,2,2,0,3,4,4
8,2000,M,56,113,9,1,0,2,6,3
8,2000,M,57,100,12,2,0,3,7,1
8,2000,M,58,107,10,1,1,2,8,5
8,2000,M,59,99,11,1,0,1,7,4
8,2000,M,60,103,7,2,0,1,5,4
8,2000,M,61,90,7,1,0,1,7,3
8,2000,M,62,87,6,0,1,1,4,2
8,2000,M,63,79,3,0,0,1,4,1
8,2000,M,64,68,3,1,1,1,6,2
8,2000,M,65,72,5,2,0,0,3,2
8,2000,M,66,78,7,3,0,0,2,0
8,2000,M,67,80,4,1,0,1,3,1
8,2000,M,68,82,6,1,0,0,3,2
8,2000,M,69,79,4,2,0,0,3,2
8,2000,M,70,82,4,1,0,1,6,3
8,2000,M,71,82,2,2,0,1,4,2
8,2000,M,72,81,3,1,0,0,2,0
8,2000,M,73,78,3,0,0,0,3,2
8,2000,M,74,67,2,0,0,0,3,1
8,2000,M,75,73,3,0,0,1,3,0
8,2000,M,76,69,2,1,0,0,4,0
8,2000,M,77,65,0,0,0,0,3,0
8,2000,M,78,65,1,0,0,0,3,0
8,2000,M,79,53,0,0,0,0,1,0
8,2000,M,80,49,0,0,0,0,1,2
8,2000,M,81,39,0,0,0,0,2,2
8,2000,M,82,37,0,0,0,0,2,1
8,2000,M,83,37,0,0,0,0,1,0
8,2000,M,84,30,0,0,0,0,0,1
8,2000,M,85,26,0,1,0,0,0,0
8,2000,M,86,29,0,0,0,0,0,0
8,2000,M,87,17,0,0,0,0,0,1
8,2000,M,88,11,0,0,0,0,0,1
8,2000,M,89,10,0,0,0,0,1,0
8,2000,M,90,10,0,0,0,0,0,0
8,2000,M,91,8,0,0,0,0,0,0
8,2000,M,92,5,2,0,0,0,0,0
8,2000,M,93,3,1,0,0,0,0,0
8,2000,M,94,3,0,0,0,0,1,0
8,2000,M,95,2,0,0,0,0,0,0
8,2000,M,96,0,0,0,0,0,0,0
8,2000,M,97,0,0,0,0,0,0,0
8,2000,M,98,0,0,0,0,0,0,0
8,2000,M,99,0,0,0,0,0,0,0
8,2000,M,100,0,0,0,0,0,0,0
9,2000,F,0,560,144,22,0,4,14,36
9,2000,F,1,601,133,24,1,7,12,36
9,2000,F,2,639,151,14,0,6,6,36
9,2000,F,3,684,156,15,0,5,4,36
9,2000,F,4,695,152,21,0,7,12,28
9,2000,F,5,784,167,30,1,6,11,25
9,2000,F,6,798,175,21,0,3,10,38
9,2000,F,7,807,187,19,0,7,12,32
9,2000,F,8,925,162,31,2,5,16,37
9,2000,F,9,1020,166,24,3,6,14,43
9,2000,F,10,1065,176,20,1,9,13,38
9,2000,F,11,1046,176,27,1,10,14,38
9,2000,F,12,1050,165,30,0,8,13,37
9,2000,F,13,1045,154,28,2,6,16,32
9,2000,F,14,1045,156,16,2,8,15,34
9,2000,F,15,1098,131,19,0,8,13,32
9,2000,F,16,997,133,20,2,5,13,40
9,2000,F,17,946,149,20,3,6,9,36
9,2000,F,18,832,137,22,2,4,13,40
9,2000,F,19,698,121,14,3,7,11,28
9,2000,F,20,541,100,19,4,4,7,18
9,2000,F,21,445,104,15,2,5,7,18
9,2000,F,22,455,118,15,1,2,9,10
9,2000,F,23,452,114,15,1,2,10,14
9,2000,F,24,434,124,12,0,1,9,13
9,2000,F,25,468,115,11,0,3,7,12
9,2000,F,26,422,106,20,1,3,9,7
9,2000,F,27,486,102,22,2,3,4,9
9,2000,F,28,516,107,17,1,4,8,17
9,2000,F,29,597,121,22,0,2,10,19
9,2000,F,30,679,142,28,1,3,6,14
9,2000,F,31,700,112,30,2,3,7,11
9,2000,F,32,727,114,21,1,4,9,14
9,2000,F,33,760,107,28,1,5,5,16
9,2000,F,34,835,118,40,1,4,10,18
9,2000,F,35,934,122,37,3,6,12,15
9,2000,F,36,1077,123,43,3,4,10,19
9,2000,F,37,1139,116,47,5,4,12,26
9,2000,F,38,1277,124,41,2,3,12,25
9,2000,F,39,1314,122,38,3,7,14,18
9,2000,F,40,1387,117,40,3,7,16,20
9,2000,F,41,1304,131,46,3,8,17,26
9,2000,F,42,1416,131,37,3,6,15,27
9,2000,F,43,1445,114,33,1,4,15,22
9,2000,F,44,1363,106,46,2,3,10,19
9,2000,F,45,1382,101,43,2,6,13,19
9,2000,F,46,1355,94,34,2,4,9,21
9,2000,F,47,1339,84,41,3,7,12,22
9,2000,F,48,1207,81,28,2,7,9,22
9,2000,F,49,1238,63,33,1,7,10,16
9,2000,F,50,1191,67,39,3,5,10,24
9,2000,F,51,1136,60,35,1,4,8,13
9,2000,F,52,1125,55,35,2,4,11,10
9,2000,F,53,1183,61,28,2,3,18,12
9,2000,F,54,896,53,24,2,3,12,11
9,2000,F,55,830,43,20,2,3,12,14
9,2000,F,56,812,40,22,1,4,11,9
9,2000,F,57,844,36,22,1,5,11,13
9,2000,F,58,816,31,23,2,5,11,14
9,2000,F,59,705,38,18,2,3,6,9
9,2000,F,60,663,42,18,0,2,5,10
9,2000,F,61,642,25,15,2,1,4,11
9,2000,F,62,637,29,21,3,2,3,11
9,2000,F,63,605,31,14,1,1,2,9
9,2000,F,64,575,34,14,0,2,4,6
9,2000,F,65,562,24,16,0,5,7,9
9,2000,F,66,544,23,17,0,3,4,7
9,2000,F,67,531,27,11,0,1,3,7
9,2000,F,68,538,21,14,0,0,3,10
9,2000,F,69,551,17,15,2,1,4,8
9,2000,F,70,541,16,12,1,1,2,7
9,2000,F,71,500,13,7,0,1,2,4
9,2000,F,72,483,17,13,0,1,2,4
9,2000,F,73,475,19,12,0,0,0,4
9,2000,F,74,477,16,12,0,0,2,2
9,2000,F,75,482,14,8,0,1,2,5
9,2000,F,76,432,16,7,0,1,2,4
9,2000,F,77,413,12,4,0,1,1,3
9,2000,F,78,395,16,3,0,1,2,3
9,2000,F,79,374,9,3,0,1,2,5
9,2000,F,80,354,8,6,0,2,2,3
9,2000,F,81,307,8,2,0,1,2,2
9,2000,F,82,266,7,4,0,0,0,2
9,2000,F,83,247,7,3,0,0,2,2
9,2000,F,84,228,5,1,0,2,1,4
9,2000,F,85,189,6,0,0,1,1,3
9,2000,F,86,170,6,0,0,0,0,2
9,2000,F,87,154,3,1,0,1,0,2
9,2000,F,88,120,2,2,0,0,2,1
9,2000,F,89,106,1,2,0,1,1,1
9,2000,F,90,92,1,0,0,0,1,1
9,2000,F,91,76,0,0,0,0,0,0
9,2000,F,92,68,1,0,0,0,0,0
9,2000,F,93,55,2,1,0,0,0,1
9,2000,F,94,35,1,0,0,0,0,0
9,2000,F,95,28,2,0,0,0,0,0
9,2000,F,96,23,1,0,0,0,2,0
9,2000,F,97,13,0,0,0,0,1,0
9,2000,F,98,11,0,0,0,0,0,0
9,2000,F,99,8,0,0,0,0,0,0
9,2000,F,100,12,1,1,0,0,0,0
9,2000,M,0,617,173,16,0,6,14,41
9,2000,M,1,670,166,17,1,7,11,26
9,2000,M,2,696,174,21,0,11,8,40
9,2000,M,3,714,160,26,2,6,11,34
9,2000,M,4,784,150,23,2,5,12,30
9,2000,M,5,820,172,25,0,4,7,39
9,2000,M,6,906,174,27,1,7,8,43
9,2000,M,7,936,173,19,1,6,9,27
9,2000,M,8,1018,176,18,0,5,10,35
9,2000,M,9,1053,168,25,2,5,11,32
9,2000,M,10,1101,169,22,3,7,12,36
9,2000,M,11,1053,156,26,1,8,14,36
9,2000,M,12,1137,165,28,1,8,9,38
9,2000,M,13,1144,160,32,2,7,13,33
9,2000,M,14,1098,143,30,1,5,14,33
9,2000,M,15,1078,151,23,2,7,13,41
9,2000,M,16,1093,151,24,2,8,16,35
9,2000,M,17,1037,130,31,1,11,16,34
9,2000,M,18,939,139,21,2,9,12,30
9,2000,M,19,761,131,19,3,13,9,27
9,2000,M,20,656,111,17,3,6,8,20
9,2000,M,21,598,129,20,2,9,9,16
9,2000,M,22,540,115,19,2,9,11,15
9,2000,M,23,506,120,13,1,7,9,13
9,2000,M,24,467,125,23,1,11,5,13
9,2000,M,25,498,129,18,1,7,7,10
9,2000,M,26,475,123,15,1,9,8,9
9,2000,M,27,501,123,19,1,8,8,13
9,2000,M,28,537,126,17,1,5,6,15
9,2000,M,29,628,137,15,1,4,8,12
9,2000,M,30,705,144,18,2,7,14,8
9,2000,M,31,677,135,20,2,7,12,8
9,2000,M,32,640,138,19,2,6,8,10
9,2000,M,33,695,121,16,2,5,9,8
9,2000,M,34,752,119,26,2,6,11,13
9,2000,M,35,864,136,29,2,9,9,15
9,2000,M,36,977,127,31,3,11,11,14
9,2000,M,37,1040,117,29,1,13,12,17
9,2000,M,38,1110,119,37,1,10,10,16
9,2000,M,39,1185,126,32,1,12,8,15
9,2000,M,40,1252,104,32,0,8,13,20
9,2000,M,41,1263,116,36,2,10,16,19
9,2000,M,42,1318,134,33,3,8,16,16
9,2000,M,43,1299,119,27,2,6,16,20
9,2000,M,44,1291,106,34,2,6,10,16
9,2000,M,45,1308,97,39,2,7,15,15
9,2000,M,46,1342,102,30,1,7,10,19
9,2000,M,47,1326,78,34,2,11,11,23
9,2000,M,48,1333,63,42,3,15,15,20
9,2000,M,49,1260,62,32,2,12,16,19
9,2000,M,50,1264,71,28,2,5,16,17
9,2000,M,51,1190,64,28,4,8,12,17
9,2000,M,52,1218,52,21,2,7,7,11
9,2000,M,53,1206,60,22,0,9,11,17
9,2000,M,54,965,52,14,0,8,12,7
9,2000,M,55,911,51,11,0,4,9,8
9,2000,M,56,869,45,11,2,4,14,11
9,2000,M,57,856,45,17,2,6,14,12
9,2000,M,58,692,38,15,1,4,12,8
9,2000,M,59,671,40,14,0,6,8,11
9,2000,M,60,645,40,18,0,5,6,6
9,2000,M,61,634,23,20,0,3,8,5
9,2000,M,62,659,25,17,0,3,5,9
9,2000,M,63,580,23,16,0,4,5,8
9,2000,M,64,575,37,9,0,1,6,7
9,2000,M,65,588,26,10,0,1,5,5
9,2000,M,66,557,25,13,1,2,1,9
9,2000,M,67,536,30,10,0,2,2,8
9,2000,M,68,535,22,10,0,1,4,5
9,2000,M,69,514,21,8,0,1,6,6
9,2000,M,70,479,24,9,0,0,2,7
9,2000,M,71,476,23,10,0,0,0,9
9,2000,M,72,445,20,9,0,1,0,7
9,2000,M,73,460,12,10,0,2,2,7
9,2000,M,74,441,14,4,0,3,3,7
9,2000,M,75,398,17,4,0,2,4,4
9,2000,M,76,352,14,6,0,1,3,3
9,2000,M,77,330,9,4,0,2,1,3
9,2000,M,78,323,10,5,0,2,1,3
9,2000,M,79,331,8,4,0,0,1,3
9,2000,M,80,264,8,3,0,0,2,2
9,2000,M,81,241,4,3,0,0,1,1
9,2000,M,82,229,3,2,0,0,0,2
9,2000,M,83,191,3,3,1,2,0,2
9,2000,M,84,155,3,2,0,2,0,1
9,2000,M,85,124,0,0,0,0,0,1
9,2000,M,86,90,2,1,0,2,0,0
9,2000,M,87,89,3,0,0,1,0,1
9,2000,M,88,63,1,2,0,0,0,0
9,2000,M,89,60,1,1,0,1,1,0
9,2000,M,90,52,0,2,0,0,0,2
9,2000,M,91,32,0,1,0,0,0,2
9,2000,M,92,25,0,0,0,1,0,0
9,2000,M,93,20,0,0,0,0,0,0
9,2000,M,94,13,0,1,0,0,0,0
9,2000,M,95,10,1,0,0,0,0,0
9,2000,M,96,6,0,0,0,0,0,0
9,2000,M,97,3,0,0,0,0,0,0
9,2000,M,98,3,0,0,0,0,0,0
9,2000,M,99,5,0,0,0,0,0,0
9,2000,M,100,4,1,0,0,0,0,0
10,2000,F,0,1594,3898,501,3,340,39,190
10,2000,F,1,1577,3837,480,3,355,40,169
10,2000,F,2,1581,3897,510,5,358,40,146
10,2000,F,3,1633,3906,562,2,385,65,145
10,2000,F,4,1704,3878,612,6,424,58,168
10,2000,F,5,1730,3930,656,5,436,58,149
10,2000,F,6,1771,4011,681,4,450,58,147
10,2000,F,7,1892,3943,733,5,441,58,151
10,2000,F,8,2004,3977,765,3,434,64,175
10,2000,F,9,2017,3902,826,12,477,60,158
10,2000,F,10,2044,3835,870,6,435,55,136
10,2000,F,11,2106,3547,848,6,460,60,132
10,2000,F,12,2109,3494,823,7,418,76,126
10,2000,F,13,2063,3416,801,5,365,58,135
10,2000,F,14,2155,3315,809,5,380,75,131
10,2000,F,15,2154,3277,801,8,374,59,123
10,2000,F,16,2085,3308,803,10,330,65,134
10,2000,F,17,2131,3417,794,5,348,65,139
10,2000,F,18,2070,3415,729,8,337,58,126
10,2000,F,19,2023,3388,652,7,361,54,106
10,2000,F,20,1969,3239,602,7,392,56,102
10,2000,F,21,1955,3077,497,9,342,58,95
10,2000,F,22,1829,3075,460,13,335,65,81
10,2000,F,23,1770,3050,390,8,328,53,67
10,2000,F,24,1706,3027,403,7,308,52,67
10,2000,F,25,1662,3032,385,8,292,50,72
10,2000,F,26,1602,2783,375,5,266,43,65
10,2000,F,27,1664,2877,406,4,257,49,57
10,2000,F,28,1799,2847,388,4,270,43,59
10,2000,F,29,1999,2800,431,6,291,46,60
10,2000,F,30,1983,2729,419,5,282,45,66
10,2000,F,31,1897,2547,401,6,285,47,59
10,2000,F,32,1913,2565,394,5,282,46,61
10,2000,F,33,1953,2527,388,9,264,50,63
10,2000,F,34,2004,2598,386,8,289,50,71
10,2000,F,35,2250,2690,417,12,309,63,71
10,2000,F,36,2314,2641,399,5,321,62,68
10,2000,F,37,2452,2545,418,6,324,54,65
10,2000,F,38,2560,2456,440,7,308,55,69
10,2000,F,39,2699,2371,459,7,313,58,80
10,2000,F,40,2693,2289,449,9,318,67,68
10,2000,F,41,2628,2100,431,7,301,75,67
10,2000,F,42,2705,2117,392,6,282,68,73
10,2000,F,43,2675,2072,386,4,278,61,66
10,2000,F,44,2636,1964,432,5,262,59,57
10,2000,F,45,2737,1905,450,5,276,62,67
10,2000,F,46,2698,1784,383,4,247,50,57
10,2000,F,47,2597,1664,382,4,244,54,58
10,2000,F,48,2551,1589,360,4,224,54,65
10,2000,F,49,2525,1520,369,4,221,57,51
10,2000,F,50,2555,1483,386,6,234,42,52
10,2000,F,51,2486,1330,344,5,232,52,58
10,2000,F,52,2428,1289,308,3,218,48,53
10,2000,F,53,2517,1169,295,3,182,41,53
10,2000,F,54,2087,1044,261,4,139,50,42
10,2000,F,55,1982,1034,251,3,142,39,42
10,2000,F,56,1989,991,230,3,145,33,40
10,2000,F,57,1932,865,200,2,120,29,38
10,2000,F,58,1739,835,200,2,135,25,35
10,2000,F,59,1626,811,201,3,129,29,35
10,2000,F,60,1625,739,203,2,121,31,32
10,2000,F,61,1586,698,173,1,115,25,28
10,2000,F,62,1480,704,158,1,100,20,25
10,2000,F,63,1487,673,158,1,105,24,21
10,2000,F,64,1473,651,171,0,97,18,21
10,2000,F,65,1484,628,184,1,88,22,22
10,2000,F,66,1442,566,159,0,99,20,26
10,2000,F,67,1396,563,170,1,104,11,20
10,2000,F,68,1398,573,164,0,101,17,24
10,2000,F,69,1434,544,185,1,92,16,30
10,2000,F,70,1476,574,166,2,84,12,24
10,2000,F,71,1427,498,137,3,79,17,18
10,2000,F,72,1510,477,148,1,85,16,13
10,2000,F,73,1498,462,145,2,83,16,19
10,2000,F,74,1461,415,148,2,90,13,16
10,2000,F,75,1503,392,133,0,69,11,17
10,2000,F,76,1528,361,135,0,61,8,12
10,2000,F,77,1465,328,141,0,73,9,14
10,2000,F,78,1431,291,127,0,86,10,13
10,2000,F,79,1333,244,128,1,60,7,12
10,2000,F,80,1238,230,118,1,59,9,12
10,2000,F,81,1125,184,84,2,61,8,12
10,2000,F,82,1015,182,80,1,60,7,9
10,2000,F,83,950,149,59,0,46,4,11
10,2000,F,84,867,135,65,0,36,6,8
10,2000,F,85,813,131,67,0,39,5,7
10,2000,F,86,744,102,55,0,41,10,6
10,2000,F,87,701,97,35,0,35,6,4
10,2000,F,88,620,80,31,0,27,5,6
10,2000,F,89,487,73,26,0,17,4,5
10,2000,F,90,414,58,13,0,22,2,3
10,2000,F,91,359,38,10,0,13,2,3
10,2000,F,92,296,35,14,1,12,2,2
10,2000,F,93,233,25,11,0,11,1,2
10,2000,F,94,162,20,9,0,10,0,3
10,2000,F,95,129,16,6,0,9,0,1
10,2000,F,96,98,14,4,0,7,2,0
10,2000,F,97,75,12,4,0,5,1,0
10,2000,F,98,51,10,6,0,7,0,0
10,2000,F,99,34,6,4,0,3,0,1
10,2000,F,100,61,16,3,0,4,0,0
10,2000,M,0,1633,4133,504,7,346,35,202
10,2000,M,1,1716,3969,518,8,374,37,165
10,2000,M,2,1769,3973,546,4,389,56,137
10,2000,M,3,1749,3981,581,3,411,55,160
10,2000,M,4,1810,3997,628,9,427,52,165
10,2000,M,5,1855,4023,697,8,427,59,147
10,2000,M,6,1926,4194,737,3,443,49,148
10,2000,M,7,1967,4266,790,5,446,60,148
10,2000,M,8,2051,4166,823,5,424,71,134
10,2000,M,9,2148,4206,835,7,435,70,147
10,2000,M,10,2163,4028,852,5,481,67,151
10,2000,M,11,2160,3745,848,8,472,59,142
10,2000,M,12,2171,3689,863,6,424,56,118
10,2000,M,13,2153,3671,879,5,393,61,135
10,2000,M,14,2134,3660,921,6,373,77,133
10,2000,M,15,2187,3653,881,10,370,57,122
10,2000,M,16,2254,3511,870,6,364,62,109
10,2000,M,17,2254,3710,873,6,365,70,106
10,2000,M,18,2125,3835,799,14,374,70,107
10,2000,M,19,2089,3872,699,9,390,58,107
10,2000,M,20,1960,3772,567,8,390,46,92
10,2000,M,21,1914,3705,506,7,371,50,81
10,2000,M,22,1838,3723,425,5,355,47,82
10,2000,M,23,1799,3715,395,9,357,31,75
10,2000,M,24,1728,3678,407,10,301,44,62
10,2000,M,25,1723,3535,399,7,288,55,57
10,2000,M,26,1679,3435,366,4,309,40,61
10,2000,M,27,1711,3404,392,5,285,44,67
10,2000,M,28,1786,3242,361,8,295,52,59
10,2000,M,29,1910,3271,368,5,328,44,62
10,2000,M,30,2070,3303,366,4,321,39,55
10,2000,M,31,1971,3093,364,3,323,45,53
10,2000,M,32,1923,2918,379,6,284,54,54
10,2000,M,33,1916,2947,366,4,304,48,52
10,2000,M,34,1985,2937,392,6,313,41,57
10,2000,M,35,2207,2932,392,8,344,43,58
10,2000,M,36,2260,2886,404,5,321,44,52
10,2000,M,37,2392,2699,431,6,302,38,59
10,2000,M,38,2531,2724,372,8,315,49,49
10,2000,M,39,2595,2573,388,5,354,46,57
10,2000,M,40,2648,2587,423,3,366,50,72
10,2000,M,41,2575,2339,416,3,331,54,57
10,2000,M,42,2538,2349,386,6,320,52,56
10,2000,M,43,2584,2234,375,4,310,43,54
10,2000,M,44,2598,2076,389,3,280,44,59
10,2000,M,45,2586,2071,401,5,274,49,52
10,2000,M,46,2491,1970,413,4,271,50,52
10,2000,M,47,2469,1764,354,9,232,45,59
10,2000,M,48,2400,1642,359,6,246,50,50
10,2000,M,49,2462,1577,374,4,220,47,49
10,2000,M,50,2513,1581,361,4,228,36,51
10,2000,M,51,2399,1453,301,3,202,36,45
10,2000,M,52,2463,1325,295,3,187,35,40
10,2000,M,53,2425,1212,260,4,158,29,39
10,2000,M,54,1975,1124,247,2,142,32,35
10,2000,M,55,1910,1009,234,2,137,31,34
10,2000,M,56,1880,921,220,3,138,36,40
10,2000,M,57,1924,874,200,3,125,27,42
10,2000,M,58,1668,803,193,3,120,22,25
10,2000,M,59,1526,762,202,5,121,25,24
10,2000,M,60,1490,710,189,1,115,19,31
10,2000,M,61,1447,694,169,2,111,22,34
10,2000,M,62,1385,679,171,3,93,15,34
10,2000,M,63,1252,669,145,4,90,18,24
10,2000,M,64,1313,614,144,2,88,17,23
10,2000,M,65,1280,548,154,2,85,12,24
10,2000,M,66,1225,541,147,3,88,12,20
10,2000,M,67,1194,504,148,1,90,13,17
10,2000,M,68,1127,490,132,0,68,13,15
10,2000,M,69,1181,480,132,1,59,13,15
10,2000,M,70,1183,487,146,1,72,13,15
10,2000,M,71,1084,441,116,2,67,14,9
10,2000,M,72,1117,394,99,2,66,12,10
10,2000,M,73,1105,365,116,0,51,12,10
10,2000,M,74,1110,346,120,1,63,8,11
10,2000,M,75,1077,338,115,0,60,8,11
10,2000,M,76,991,337,118,1,56,7,10
10,2000,M,77,991,311,107,1,48,5,10
10,2000,M,78,997,240,102,1,50,6,10
10,2000,M,79,937,188,101,0,43,4,10
10,2000,M,80,826,206,93,0,41,3,11
10,2000,M,81,710,170,70,0,33,6,8
10,2000,M,82,638,119,60,0,24,7,6
10,2000,M,83,542,105,58,0,26,2,4
10,2000,M,84,467,84,57,0,23,1,6
10,2000,M,85,452,90,47,0,21,2,4
10,2000,M,86,425,75,26,0,16,1,5
10,2000,M,87,330,57,27,0,15,2,3
10,2000,M,88,269,56,24,0,11,2,2
10,2000,M,89,211,47,16,0,13,0,2
10,2000,M,90,179,29,12,0,11,2,3
10,2000,M,91,137,23,9,0,4,3,1
10,2000,M,92,94,29,9,0,5,2,1
10,2000,M,93,78,24,4,0,5,1,1
10,2000,M,94,63,12,5,0,3,0,0
10,2000,M,95,37,11,5,0,3,0,0
10,2000,M,96,23,11,3,0,3,1,0
10,2000,M,97,19,6,3,0,2,0,0
10,2000,M,98,19,6,1,0,1,1,0
10,2000,M,99,10,6,1,0,0,0,0
10,2000,M,100,16,7,1,0,4,0,0
11,2000,F,0,94,69,6,1,1,3,5
11,2000,F,1,86,78,8,0,0,4,1
11,2000,F,2,90,99,8,1,0,2,1
11,2000,F,3,81,93,12,0,1,3,5
11,2000,F,4,81,90,13,0,0,6,6
11,2000,F,5,92,90,12,0,0,7,4
11,2000,F,6,90,79,11,0,0,5,4
11,2000,F,7,101,94,18,0,0,7,4
11,2000,F,8,100,93,14,1,0,7,6
11,2000,F,9,132,84,17,0,1,8,7
11,2000,F,10,119,88,15,0,2,4,8
11,2000,F,11,123,103,13,0,2,5,5
11,2000,F,12,125,99,16,0,2,3,3
11,2000,F,13,128,81,12,0,2,5,4
11,2000,F,14,113,75,11,0,2,6,5
11,2000,F,15,119,87,15,0,1,4,4
11,2000,F,16,128,88,12,0,0,5,4
11,2000,F,17,125,75,16,1,0,4,5
11,2000,F,18,103,72,10,0,1,3,3
11,2000,F,19,88,60,11,1,1,2,4
11,2000,F,20,90,57,10,1,0,1,4
11,2000,F,21,82,50,8,0,0,4,4
11,2000,F,22,82,52,6,0,1,2,3
11,2000,F,23,70,59,7,0,0,3,2
11,2000,F,24,68,82,5,1,1,6,2
11,2000,F,25,86,64,6,0,0,2,3
11,2000,F,26,83,67,5,0,1,4,3
11,2000,F,27,90,67,4,0,0,3,4
11,2000,F,28,66,57,4,0,1,3,1
11,2000,F,29,75,65,4,0,1,6,2
11,2000,F,30,83,62,7,0,1,5,3
11,2000,F,31,83,53,7,0,0,3,4
11,2000,F,32,90,60,5,0,0,6,5
11,2000,F,33,87,59,3,0,0,4,2
11,2000,F,34,89,65,7,0,0,3,1
11,2000,F,35,93,59,6,0,1,2,2
11,2000,F,36,125,58,5,0,1,3,3
11,2000,F,37,133,49,5,0,0,4,4
11,2000,F,38,124,51,5,1,1,5,5
11,2000,F,39,131,48,8,0,2,8,5
11,2000,F,40,143,40,8,0,1,4,3
11,2000,F,41,129,36,5,0,0,3,3
11,2000,F,42,151,41,3,0,1,3,3
11,2000,F,43,143,42,4,0,1,4,3
11,2000,F,44,151,37,5,0,1,3,3
11,2000,F,45,114,48,6,0,0,3,2
11,2000,F,46,124,42,2,0,1,3,2
11,2000,F,47,123,28,5,0,0,7,2
11,2000,F,48,118,34,2,0,2,5,2
11,2000,F,49,108,32,5,0,2,3,4
11,2000,F,50,118,24,4,0,0,4,3
11,2000,F,51,129,21,6,0,1,3,3
11,2000,F,52,111,17,6,0,1,5,3
11,2000,F,53,123,19,3,0,0,1,3
11,2000,F,54,103,19,3,0,0,2,1
11,2000,F,55,85,20,5,0,0,1,0
11,2000,F,56,109,17,2,0,0,2,1
11,2000,F,57,116,19,3,0,0,2,1
11,2000,F,58,105,16,2,0,0,2,2
11,2000,F,59,89,15,3,1,0,3,2
11,2000,F,60,85,8,1,0,0,2,2
11,2000,F,61,94,15,2,0,0,3,2
11,2000,F,62,85,18,2,0,0,2,2
11,2000,F,63,92,11,2,0,0,0,4
11,2000,F,64,76,13,3,0,2,1,3
11,2000,F,65,80,10,2,0,1,1,2
11,2000,F,66,72,8,0,0,0,0,0
11,2000,F,67,75,8,1,0,1,1,1
11,2000,F,68,87,11,2,0,0,2,1
11,2000,F,69,92,11,3,0,0,2,1
11,2000,F,70,90,8,3,0,0,0,1
11,2000,F,71,77,8,2,0,0,1,2
11,2000,F,72,94,10,1,0,0,2,2
11,2000,F,73,83,6,1,0,0,1,2
